,Age,Height,Weight,Overall,Potential,Growth,TotalStats,BaseStats,ValueEUR,WageEUR,ReleaseClause,IntReputation,ShootingTotal,PassingTotal,DribblingTotal,PhysicalityTotal,Crossing,ShortPassing,Curve,LongPassing,BallControl,Acceleration,SprintSpeed,Agility,Reactions,ShotPower,LongShots,Vision,Composure,GKDiving,GKHandling,GKKicking,GKPositioning,GKReflexes,STRating,LWRating,LFRating,CFRating,RFRating,RWRating,CAMRating,LMRating,CMRating,RMRating,LWBRating,CDMRating,RWBRating,LBRating,CBRating,RBRating,PreferredFoot_Left,PreferredFoot_Right,AttackingWorkRate_High,AttackingWorkRate_Low,AttackingWorkRate_Medium,DefensiveWorkRate_High,DefensiveWorkRate_Low,DefensiveWorkRate_Medium
106,28,194,100,84,86,2,1950,416,42500000,155000,81800000,3,55,69,70,87,51,78,48,84,76,47,53,50,84,75,52,70,85,14,16,9,14,9,70,64,67,67,67,64,72,71,79,71,77,85,77,79,86,79,0,1,1,0,0,1,0,0
107,30,192,76,84,84,0,1425,465,28000000,120000,51800000,4,79,76,87,79,17,48,21,43,38,57,58,63,83,57,12,61,63,86,79,76,79,87,37,36,37,37,37,36,43,41,44,41,39,42,39,38,37,38,0,1,0,0,1,0,0,1
108,34,194,85,84,84,0,1977,420,13500000,175000,27700000,4,61,71,67,78,57,80,58,80,80,50,64,57,85,62,51,72,87,10,11,14,15,8,73,67,70,70,70,67,74,72,78,72,78,84,78,80,84,80,0,1,1,0,0,0,0,1
109,30,173,69,84,84,0,2183,447,36500000,74000,74800000,2,63,82,77,72,86,81,86,80,82,74,73,73,81,75,70,80,77,11,14,8,11,10,74,76,75,75,75,76,78,80,81,80,83,82,83,83,80,83,0,1,0,0,1,0,0,1
110,33,183,76,84,84,0,2046,441,21000000,43000,44100000,2,62,75,73,82,62,84,65,79,78,65,67,70,83,76,68,76,78,7,5,9,3,5,71,70,71,71,71,70,75,74,80,74,80,84,80,81,84,81,0,1,0,0,1,0,0,1
111,31,182,80,84,84,0,2198,460,29500000,140000,54600000,3,74,83,78,81,82,85,80,87,83,67,66,69,85,77,75,80,82,7,13,7,9,13,79,78,78,78,78,78,82,83,84,83,83,84,83,82,82,82,0,1,1,0,0,1,0,0
112,30,175,74,84,84,0,2271,476,40500000,115000,74900000,3,75,80,86,79,72,87,78,81,88,78,76,84,86,78,73,79,86,16,6,14,12,6,83,81,82,82,82,81,84,84,84,84,84,84,84,83,82,83,0,1,1,0,0,1,0,0
113,34,169,61,84,84,0,2002,419,20500000,105000,34900000,3,82,80,88,50,73,84,82,72,88,90,80,93,80,80,81,84,81,7,10,8,10,4,80,84,83,83,83,84,84,84,80,84,66,62,66,61,49,61,0,1,1,0,0,0,1,0
114,27,178,76,84,85,1,2229,468,48000000,110000,82800000,3,84,81,80,78,74,84,76,81,82,75,81,75,86,88,88,83,80,11,13,14,15,13,83,81,82,82,82,81,85,84,85,84,78,79,78,76,74,76,0,1,1,0,0,1,0,0
115,35,172,60,84,84,0,2175,458,13000000,30000,27300000,2,69,81,84,58,85,83,82,79,83,90,84,82,84,74,70,83,82,10,10,15,7,13,77,81,80,80,80,81,83,84,83,84,84,81,84,84,77,84,0,1,1,0,0,0,0,1
116,39,195,95,84,84,0,2040,420,14500000,51000,24700000,5,87,78,79,77,72,80,80,73,86,64,66,71,83,88,88,84,90,13,15,10,9,12,84,80,82,82,82,80,84,81,78,81,58,61,58,55,56,55,0,1,0,0,1,0,1,0
117,22,188,82,84,92,8,2038,434,94500000,130000,193700000,3,78,79,84,66,72,84,84,78,85,77,86,78,83,74,77,81,84,6,8,11,10,12,84,82,82,82,82,82,86,85,81,85,68,66,68,65,58,65,1,0,0,0,1,0,0,1
118,30,187,80,84,84,0,1730,375,34500000,74000,70700000,2,35,57,56,76,35,73,34,72,67,60,67,59,83,43,31,55,80,14,13,14,13,12,56,53,54,54,54,53,59,58,66,58,72,80,72,76,84,76,0,1,0,0,1,1,0,0
119,23,184,81,84,90,6,2185,480,62500000,51000,118800000,3,71,76,81,82,84,78,69,68,79,92,94,78,84,80,72,74,80,12,10,7,7,7,81,81,80,80,80,81,81,84,81,84,85,81,85,85,81,85,1,0,1,0,0,0,0,1
120,24,176,72,84,87,3,2187,451,57000000,125000,112600000,2,79,86,80,72,82,89,81,88,85,67,59,67,83,87,86,87,86,6,8,10,14,12,79,79,80,80,80,79,84,82,86,82,79,81,79,77,74,77,0,1,0,0,1,0,0,1
121,25,180,81,84,85,1,2022,437,50500000,180000,97200000,3,76,83,88,64,81,85,78,82,88,81,79,85,79,76,80,85,88,11,6,11,10,13,78,83,82,82,82,83,85,85,83,85,71,70,71,67,56,67,0,1,1,0,0,0,0,1
122,27,173,75,84,84,0,2117,452,45000000,42000,94500000,3,83,82,87,79,79,84,83,78,87,88,79,82,79,84,84,83,89,15,9,8,14,15,83,84,83,83,83,84,84,84,81,84,67,66,67,62,56,62,1,0,1,0,0,0,0,1
123,25,183,80,84,87,3,2080,441,56000000,105000,96600000,3,81,79,85,68,83,81,83,64,84,91,89,84,79,87,78,82,80,8,12,9,9,14,85,84,83,83,83,84,85,85,77,85,66,62,66,63,55,63,1,0,0,0,1,0,1,0
124,24,172,68,84,89,5,2236,467,63500000,120000,112700000,3,71,79,86,78,69,86,75,79,87,80,76,91,89,69,72,83,85,11,5,13,14,11,78,81,81,81,81,81,86,85,87,85,84,85,84,83,79,83,0,1,1,0,0,1,0,0
125,29,172,69,84,84,0,2292,480,37000000,45000,77700000,2,74,82,87,82,87,82,88,78,88,77,76,83,83,82,81,82,87,8,14,13,13,14,79,82,81,81,81,82,84,84,84,84,84,84,84,84,81,84,1,0,1,0,0,1,0,0
126,28,181,68,84,84,0,2203,459,37000000,130000,62900000,3,74,80,79,78,72,85,79,84,84,70,68,79,76,80,84,80,82,8,8,15,11,8,77,76,76,76,76,76,81,80,84,80,83,84,83,82,81,82,0,1,0,0,1,0,0,1
127,25,185,84,84,85,1,2062,432,51000000,110000,90500000,3,84,69,83,77,60,79,76,63,85,77,71,77,86,83,78,74,84,14,13,7,11,8,85,80,83,83,83,80,84,81,79,81,65,67,65,63,62,63,0,1,0,0,1,0,0,1
128,24,183,88,84,86,2,2196,474,49500000,51000,87900000,3,74,74,79,87,66,83,58,75,84,76,79,72,81,84,78,76,84,9,11,12,12,10,79,77,78,78,78,77,81,81,83,81,84,86,84,84,84,84,0,1,1,0,0,1,0,0
129,25,181,75,84,86,2,2130,453,48500000,140000,93400000,2,54,79,80,80,85,82,83,69,82,76,81,75,82,70,54,81,83,10,12,13,7,7,73,76,75,75,75,76,78,80,80,80,83,82,83,83,83,83,1,0,1,0,0,0,0,1
130,27,191,86,84,85,1,1961,422,42500000,45000,75400000,3,58,72,65,79,68,79,44,78,75,54,69,55,86,74,46,72,71,12,10,6,8,10,71,66,67,67,67,66,71,72,77,72,80,84,80,82,85,82,0,1,0,0,1,0,0,1
131,32,190,84,84,84,0,1798,390,27500000,74000,56400000,3,41,58,61,84,45,73,32,69,64,55,66,66,81,46,41,50,75,9,11,14,9,7,60,56,56,56,56,56,61,61,67,61,75,80,75,77,84,77,0,1,0,1,0,1,0,0
132,27,185,73,84,84,0,2087,445,45000000,81000,92300000,3,81,78,86,67,81,79,81,73,85,89,88,87,80,85,82,77,79,9,11,9,10,10,82,83,82,82,82,83,84,84,79,84,70,66,70,66,57,66,0,1,1,0,0,1,0,0
133,28,184,82,84,84,0,2227,478,42500000,52000,72300000,3,77,82,83,80,91,80,79,75,82,89,88,76,82,85,78,81,80,13,14,12,12,13,81,83,81,81,81,83,84,84,82,84,82,78,82,80,74,80,1,0,1,0,0,1,0,0
134,28,181,65,84,84,0,2087,440,42500000,170000,78600000,3,76,87,84,65,88,86,90,89,85,79,77,85,84,83,77,89,79,11,7,11,8,14,79,83,82,82,82,83,84,84,84,84,73,73,73,69,60,69,1,0,1,0,0,1,0,0
135,27,170,71,84,84,0,2175,459,40500000,79000,68900000,3,77,85,88,58,84,88,85,82,87,84,67,88,86,79,80,85,86,12,6,8,11,8,79,83,82,82,82,83,84,84,84,84,84,83,84,83,74,83,1,0,1,0,0,0,1,0
136,27,175,70,84,84,0,2186,465,40500000,130000,77000000,3,67,78,82,75,82,82,78,77,83,82,83,79,83,74,64,76,81,16,12,15,11,11,78,79,78,78,78,79,82,83,82,83,84,84,84,84,82,84,0,1,1,0,0,1,0,0
137,25,180,76,84,87,3,2012,430,56500000,155000,108800000,3,81,70,83,70,69,79,70,55,84,93,89,82,87,85,77,68,79,9,9,8,15,9,86,82,83,83,83,82,83,83,75,83,64,60,64,61,53,61,0,1,1,0,0,0,0,1
138,25,191,89,84,89,5,1456,469,49500000,45000,87900000,2,81,85,86,84,18,55,28,46,40,49,51,39,82,64,20,60,65,83,81,85,84,86,40,38,41,41,41,38,45,43,46,43,38,42,38,36,36,36,0,1,0,0,1,0,0,1
139,26,185,79,84,88,4,1795,398,52000000,74000,110500000,2,45,57,58,80,47,70,36,67,66,70,73,52,78,72,48,46,76,9,11,7,10,15,60,55,56,56,56,55,58,60,64,60,74,78,74,77,86,77,0,1,0,0,1,1,0,0
140,30,196,92,83,83,0,1808,406,30000000,21000,60000000,3,49,55,63,87,17,74,39,72,70,65,70,37,77,50,30,60,79,16,13,15,16,13,67,58,62,62,62,58,66,65,72,65,74,82,74,77,83,77,0,1,0,0,1,0,0,1
141,27,188,76,83,86,3,1959,428,41000000,140000,78900000,2,51,71,74,78,62,83,52,75,83,67,73,61,82,55,44,67,80,7,15,11,10,8,68,68,68,68,68,68,72,73,77,73,80,83,80,81,85,81,0,1,1,0,0,0,0,1
142,30,175,74,83,83,0,2130,460,30500000,100000,58000000,2,71,77,81,79,72,83,68,80,82,77,68,78,84,73,69,77,85,13,13,5,5,8,76,78,78,78,78,78,81,81,83,81,83,83,83,82,80,82,0,1,0,0,1,1,0,0
143,28,179,85,83,83,0,2126,445,37000000,83000,70300000,2,85,79,80,86,78,81,79,74,80,76,70,75,85,87,84,82,86,8,7,9,7,12,83,81,82,82,82,81,83,83,80,83,67,67,67,63,60,63,1,0,1,0,0,1,0,0
144,28,190,84,83,83,0,1945,423,37000000,84000,0,3,80,72,81,77,72,78,78,60,83,79,85,72,80,80,72,77,79,4,5,4,4,5,83,81,82,82,82,81,83,82,74,82,61,58,61,57,53,57,0,1,0,0,1,0,0,1
145,28,181,75,83,83,0,1927,399,37000000,120000,68500000,3,83,65,77,69,47,76,76,54,80,70,68,68,84,85,71,72,83,13,9,5,7,9,83,75,80,80,80,75,80,76,72,76,56,57,56,54,53,54,0,1,0,0,1,0,0,1
146,28,186,75,83,83,0,2110,459,33000000,72000,56100000,3,64,73,81,71,84,78,66,64,80,94,91,80,82,68,68,72,69,11,13,12,15,14,77,79,77,77,77,79,80,83,79,83,83,80,83,83,79,83,0,1,1,0,0,0,0,1
147,29,199,76,83,83,0,1275,454,25000000,45000,47500000,1,83,75,84,83,11,32,13,35,24,50,47,36,78,56,15,45,63,81,83,75,83,84,33,28,31,31,31,28,33,32,34,32,30,33,30,30,31,30,0,1,0,0,1,0,0,1
148,30,188,81,83,83,0,2091,440,35500000,120000,67500000,3,82,76,81,82,73,81,75,75,82,63,80,75,82,84,74,78,81,7,11,13,14,10,83,80,81,81,81,80,83,82,80,82,68,69,68,65,63,65,0,1,1,0,0,1,0,0
149,33,192,88,83,83,0,1879,407,17500000,75000,29800000,3,50,62,63,83,25,75,62,79,72,64,62,32,85,75,60,65,85,11,9,9,13,11,63,56,60,60,60,56,65,64,74,64,76,83,76,79,83,79,1,0,0,0,1,1,0,0
150,30,189,83,83,83,0,1652,377,30000000,80000,51000000,3,25,44,61,81,27,65,30,61,66,77,84,70,81,40,12,22,83,8,6,8,15,12,55,51,50,50,50,51,54,57,60,57,74,77,74,78,83,78,0,1,0,1,0,0,0,1
151,28,190,85,83,84,1,1900,417,34500000,130000,66400000,2,43,68,63,84,68,76,35,73,69,64,84,56,82,72,44,59,72,14,15,10,12,8,63,61,61,61,61,61,64,67,70,67,78,81,78,80,84,80,0,1,0,0,1,1,0,0
152,32,190,94,83,83,0,1943,424,23500000,81000,44700000,4,50,73,66,79,69,77,53,83,71,63,80,55,85,78,58,78,84,7,12,15,6,5,67,65,65,65,65,65,71,71,76,71,79,83,79,81,83,81,0,1,0,0,1,0,0,1
153,36,179,67,83,83,0,2138,442,7000000,100000,13000000,3,72,75,77,75,68,83,68,81,81,67,52,69,86,83,76,66,81,12,11,5,13,7,77,73,74,74,74,73,78,76,81,76,80,83,80,80,83,80,0,1,0,0,1,1,0,0
154,32,177,77,83,83,0,2006,422,29000000,17000,43500000,3,82,78,84,67,78,81,84,66,85,81,80,80,83,76,84,81,83,8,14,8,13,10,83,83,83,83,83,83,83,83,77,83,62,60,62,57,50,57,1,0,1,0,0,0,1,0
155,32,186,81,83,83,0,2165,453,24000000,72000,40800000,3,72,81,78,79,69,90,71,83,81,60,61,71,85,75,71,79,90,5,7,7,10,7,79,75,77,77,77,75,81,79,83,79,81,83,81,81,83,81,0,1,0,0,1,0,0,1
156,32,189,87,83,83,0,1368,466,18000000,37000,37800000,2,83,78,83,81,24,39,23,39,14,59,54,62,80,59,13,46,64,85,83,78,81,83,33,31,31,31,31,31,34,35,35,35,34,34,34,33,32,33,0,1,0,0,1,0,0,1
157,32,190,86,83,83,0,1903,407,23500000,54000,40000000,3,55,64,58,78,50,76,52,72,70,63,71,57,79,78,41,55,69,6,10,13,10,15,66,58,60,60,60,58,63,64,69,64,76,81,76,78,83,78,0,1,0,1,0,1,0,0
158,35,193,80,83,83,0,1962,420,15500000,105000,26400000,3,83,72,78,76,63,77,65,78,86,64,67,62,80,86,78,74,86,9,11,13,15,15,83,77,81,81,81,77,82,80,78,80,62,66,62,59,59,59,0,1,0,0,1,0,0,1
159,32,186,81,83,83,0,1991,412,0,0,0,3,55,70,66,77,64,77,63,81,75,55,60,54,85,78,58,62,86,16,6,14,16,14,68,63,65,65,65,63,69,69,76,69,80,83,80,81,83,81,0,1,0,0,1,0,0,1
160,32,177,75,83,83,0,2146,458,29500000,82000,50200000,3,80,79,84,74,77,83,81,71,83,86,85,84,82,84,77,84,82,5,11,14,5,7,83,83,83,83,83,83,83,83,82,83,75,73,75,73,66,73,0,1,0,0,1,0,0,1
161,31,178,77,83,83,0,2068,429,25000000,125000,46300000,3,55,76,72,76,80,79,68,80,77,69,63,67,86,68,60,72,78,13,9,10,6,5,69,70,69,69,69,70,74,75,79,75,83,83,83,83,83,83,0,1,0,0,1,0,0,1
162,28,170,66,83,83,0,2073,438,36500000,44000,76700000,2,76,82,87,61,81,85,84,74,87,84,78,91,80,72,77,84,82,10,5,5,13,12,77,83,82,82,82,83,83,83,81,83,71,69,71,67,58,67,0,1,1,0,0,0,0,1
163,30,176,65,83,83,0,2205,468,34500000,38000,72500000,2,80,85,82,71,81,84,85,87,83,85,82,83,83,78,84,89,80,15,12,16,13,12,80,83,82,82,82,83,83,83,83,83,79,79,79,76,70,76,1,0,1,0,0,0,0,1
164,31,192,83,83,83,0,1197,443,19000000,55000,32299999,3,78,69,87,83,11,30,11,33,20,38,44,43,82,52,14,53,48,85,78,69,83,87,30,26,29,29,29,26,33,31,34,31,29,31,29,28,28,28,0,1,0,0,1,0,0,1
165,30,180,80,83,83,0,2148,459,31500000,95000,52000000,3,65,77,79,79,84,81,78,71,80,78,83,78,80,78,72,70,80,7,7,9,12,5,76,76,75,75,75,76,78,80,79,80,83,81,83,83,81,83,1,0,1,0,0,0,0,1
166,29,190,83,83,84,1,1357,465,28000000,87000,55300000,3,80,76,85,83,9,50,9,48,35,55,56,52,78,57,14,56,62,85,80,76,83,85,35,32,35,35,35,32,41,39,43,39,37,41,37,36,36,36,0,1,0,0,1,0,0,1
167,27,185,77,83,85,2,1495,462,33000000,83000,65200000,3,78,87,86,80,17,55,18,56,40,53,44,55,80,65,13,69,65,83,78,87,80,86,39,36,39,39,39,36,46,42,48,42,37,45,37,36,37,36,1,0,0,0,1,0,0,1
168,22,181,75,83,89,6,1914,424,53000000,33000,121900000,2,45,64,72,78,45,80,42,75,74,81,81,71,85,48,40,62,82,11,10,8,14,13,65,66,66,66,66,66,70,70,74,70,79,82,79,81,84,81,0,1,1,0,0,1,0,0
169,26,188,84,83,83,0,2215,473,39500000,46000,83000000,2,84,78,83,84,79,80,80,72,84,80,82,79,85,84,80,79,82,11,8,15,12,7,83,83,83,83,83,83,83,83,82,83,77,76,77,75,73,75,0,1,1,0,0,1,0,0
170,25,189,80,83,87,4,1951,429,45500000,90000,87600000,3,42,68,69,86,59,80,50,75,78,80,81,69,80,70,37,64,80,7,8,14,15,9,66,64,64,64,64,64,69,71,75,71,81,84,81,83,86,83,1,0,0,0,1,1,0,0
171,29,194,90,83,83,0,1870,403,30500000,130000,56400000,2,46,68,68,78,54,77,63,74,72,50,65,51,84,66,48,72,80,11,15,10,7,10,64,62,64,64,64,62,68,67,74,67,76,82,76,78,83,78,0,1,0,0,1,0,0,1
172,27,176,80,83,84,1,2125,449,41500000,135000,79900000,3,69,83,88,70,73,90,79,82,89,77,65,87,81,79,75,84,81,9,5,6,7,7,75,80,79,79,79,80,84,83,84,83,80,82,80,77,73,77,0,1,1,0,0,1,0,0
173,21,181,72,83,91,8,2065,431,82000000,61000,184500000,2,79,76,86,68,73,80,82,67,87,81,83,86,83,80,80,82,84,13,12,14,13,14,82,82,83,83,83,82,84,83,78,83,65,63,65,62,55,62,0,1,0,0,1,0,0,1
174,22,182,78,83,89,6,2175,474,58000000,160000,130500000,1,74,78,79,80,66,85,70,84,82,82,90,76,84,80,81,80,82,6,10,6,15,8,78,79,79,79,79,79,83,82,84,82,82,84,82,81,80,81,0,1,1,0,0,1,0,0
175,23,175,70,83,91,8,2052,453,80500000,74000,0,3,81,74,86,73,73,78,78,72,82,91,91,87,83,86,84,75,78,6,7,8,9,7,82,83,82,82,82,83,85,85,78,85,70,67,70,67,60,67,0,1,1,0,0,0,0,1
176,29,197,86,83,85,2,1168,442,30000000,105000,57800000,2,82,78,84,81,10,39,13,46,31,36,33,48,80,59,9,44,57,83,82,78,81,84,30,26,29,29,29,26,33,31,36,31,28,33,28,27,27,27,0,1,0,0,1,0,0,1
177,22,178,70,83,89,6,2099,440,58500000,120000,119900000,3,79,84,83,65,82,86,81,83,85,77,71,80,84,81,82,83,84,11,12,13,8,12,80,82,81,81,81,82,86,85,84,85,74,74,74,71,63,71,0,1,1,0,0,1,0,0
178,24,178,67,83,88,5,1990,426,55000000,165000,116900000,3,77,77,87,56,81,78,82,76,84,94,93,89,78,83,76,76,80,6,6,14,10,13,79,83,81,81,81,83,84,85,77,85,66,61,66,62,50,62,1,0,1,0,0,0,0,1
179,24,175,73,83,87,4,2062,436,52500000,150000,101100000,2,81,72,87,73,66,77,76,66,86,87,82,91,86,82,76,77,79,13,8,6,6,15,85,82,83,83,83,82,84,83,76,83,64,62,64,60,56,60,0,1,1,0,0,0,0,1
180,24,171,73,83,85,2,2154,449,47000000,90000,81100000,2,67,83,88,70,79,88,83,85,90,71,67,85,84,76,74,80,88,6,13,13,11,12,74,79,78,78,78,79,83,82,85,82,80,81,80,78,74,78,0,1,0,0,1,0,0,1
181,29,177,75,83,83,0,2098,439,35500000,49000,67500000,1,77,83,84,72,83,83,86,82,83,90,87,86,84,82,78,83,81,12,12,13,15,13,81,83,82,82,82,83,83,83,80,83,68,64,68,63,53,63,0,1,0,0,1,0,1,0
182,23,183,72,83,87,4,2005,441,48500000,115000,93400000,2,52,69,79,75,73,76,74,58,76,82,88,84,83,70,46,66,76,9,8,6,8,8,69,73,71,71,71,73,74,76,74,76,84,80,84,83,80,83,0,1,0,0,1,1,0,0
183,26,180,73,83,86,3,2148,474,43500000,170000,92400000,1,64,76,80,84,78,80,72,78,78,91,92,81,82,69,64,75,78,7,16,9,10,9,77,79,77,77,77,79,80,82,81,82,84,82,84,83,81,83,1,0,1,0,0,1,0,0
184,33,179,72,83,83,0,2229,478,19000000,95000,31400000,3,75,77,88,72,84,81,80,69,85,91,89,94,82,84,80,72,74,5,5,13,6,9,81,83,81,81,81,83,83,83,81,83,83,80,83,83,79,83,0,1,1,0,0,0,0,1
185,25,189,83,83,87,4,2244,478,50000000,47000,108800000,1,78,81,82,81,77,84,80,82,84,73,75,76,84,84,78,83,80,9,12,9,13,14,82,80,81,81,81,80,84,83,85,83,83,85,83,83,83,83,1,0,1,0,0,1,0,0
186,30,189,88,83,83,0,1901,419,35500000,77000,60400000,2,81,61,78,84,44,74,55,47,82,78,81,67,82,86,64,66,82,9,9,8,6,8,83,76,80,80,80,76,78,76,69,76,56,56,56,54,55,54,0,1,1,0,0,0,0,1
187,26,183,76,83,83,0,2192,468,36000000,65000,61200000,3,75,74,79,81,82,80,69,77,82,79,84,71,86,76,68,60,77,7,16,15,16,10,83,80,79,79,79,80,80,83,81,83,83,82,83,83,82,83,1,0,1,0,0,0,0,1
188,25,171,66,83,86,3,2155,449,48000000,71000,102000000,3,76,82,87,63,83,83,85,76,86,84,80,88,81,79,77,83,79,11,15,13,7,14,80,83,82,82,82,83,86,85,83,85,77,74,77,74,66,74,1,0,1,0,0,0,0,1
189,25,185,84,83,86,3,2091,446,43500000,105000,85900000,2,71,76,76,82,66,83,70,80,80,58,61,65,82,84,79,73,82,9,7,12,11,11,74,72,74,74,74,72,77,76,81,76,79,84,79,79,81,79,0,1,0,0,1,1,0,0
190,26,171,70,83,86,3,2127,457,48000000,80000,102000000,2,83,78,88,74,75,82,82,66,87,86,85,90,84,83,86,84,76,13,10,9,8,16,85,85,85,85,85,85,86,85,81,85,71,69,71,68,62,68,0,1,1,0,0,0,0,1
191,28,185,77,83,83,0,2162,467,36500000,115000,69400000,2,71,82,81,84,74,87,69,85,83,63,74,75,82,86,78,85,86,11,13,9,9,7,77,78,78,78,78,78,82,81,83,81,82,83,82,81,83,81,0,1,0,0,1,1,0,0
192,30,177,73,83,83,0,2057,420,35500000,59000,60400000,3,86,76,86,71,76,81,79,63,86,76,67,84,84,84,85,74,83,8,14,14,7,15,83,82,83,83,83,82,83,83,76,83,61,59,61,57,51,57,0,1,0,0,1,0,0,1
193,24,175,69,83,86,3,2209,461,46000000,77000,81700000,2,71,82,84,70,88,81,83,81,84,85,73,83,82,80,69,79,81,13,6,13,13,13,78,81,79,79,79,81,82,84,82,84,83,81,83,82,77,82,1,0,1,0,0,1,0,0
194,25,184,79,83,86,3,2007,432,44500000,85000,76800000,3,54,68,70,79,78,74,59,63,76,77,77,70,85,62,51,63,76,10,7,8,14,10,71,69,68,68,68,69,71,74,74,74,83,82,83,84,86,84,1,0,0,1,0,1,0,0
195,25,182,76,83,86,3,2032,431,48000000,190000,102000000,3,80,81,83,62,81,81,84,80,86,83,81,80,78,86,83,81,82,13,9,6,12,10,81,82,81,81,81,82,85,84,80,84,69,66,69,65,55,65,1,0,1,0,0,0,0,1
196,28,197,84,83,83,0,1919,412,37000000,95000,62900000,2,83,59,69,86,42,76,40,43,79,59,66,62,85,86,74,67,83,11,9,14,16,12,83,72,77,77,77,72,75,72,72,72,61,65,61,60,66,60,0,1,1,0,0,1,0,0
197,26,172,66,83,86,3,2097,453,43500000,48000,94600000,3,61,77,80,73,80,81,80,75,82,81,85,82,84,62,59,75,76,13,10,9,12,9,74,78,76,76,76,78,80,82,81,82,85,83,85,84,79,84,1,0,1,0,0,0,0,1
198,20,183,75,82,89,7,2115,467,57000000,59000,105500000,3,67,71,83,75,74,81,67,58,79,96,96,85,81,71,63,68,74,11,11,6,5,14,78,79,78,78,78,79,80,82,77,82,83,79,83,83,79,83,1,0,1,0,0,0,1,0
199,24,190,89,82,86,4,1283,451,34500000,24000,75000000,3,77,76,84,85,16,40,20,37,16,46,48,32,72,57,13,44,42,82,77,76,85,84,34,27,29,29,29,27,33,33,36,33,32,35,32,32,33,32,0,1,0,0,1,0,0,1
200,24,181,71,82,87,5,2124,451,46500000,100000,91800000,3,78,73,84,80,73,79,74,61,83,85,81,79,82,83,70,74,81,12,7,8,11,13,85,81,81,81,81,81,83,83,78,83,71,69,71,70,67,70,0,1,1,0,0,0,0,1
201,23,185,79,82,87,5,1841,401,41500000,51000,0,3,46,52,60,84,39,69,43,49,68,80,73,72,81,51,37,43,78,5,7,11,10,14,63,57,58,58,58,57,61,62,64,62,76,77,76,79,85,79,0,1,0,1,0,1,0,0
202,25,188,80,82,84,2,2016,446,35000000,100000,62100000,3,61,66,72,89,73,74,50,65,74,76,84,68,80,66,54,58,73,10,10,7,13,14,76,72,71,71,71,72,73,76,75,76,81,79,81,82,83,82,0,1,1,0,0,0,0,1
203,24,176,68,82,87,5,2098,449,46000000,89000,90900000,2,76,76,85,72,78,76,81,70,83,90,91,88,82,81,76,77,78,8,7,13,8,14,78,82,81,81,81,82,82,83,78,83,71,68,71,68,60,68,1,0,1,0,0,1,0,0
204,21,192,77,82,86,4,1910,411,45000000,37000,97900000,2,82,68,79,69,61,79,70,47,82,82,85,79,81,84,77,76,77,7,6,9,7,11,84,79,81,81,81,79,81,79,72,79,58,54,58,54,49,54,0,1,1,0,0,0,1,0
205,21,184,77,82,90,8,1995,422,68500000,120000,140400000,1,79,78,82,66,77,80,71,78,81,87,78,82,81,79,76,84,82,12,9,11,15,12,82,82,82,82,82,82,84,83,77,83,63,60,63,59,51,59,0,1,1,0,0,0,0,1
206,24,185,74,82,87,5,2021,431,46000000,36000,81700000,2,72,79,83,67,68,85,77,88,84,72,57,80,82,75,81,84,78,6,11,10,11,15,74,77,77,77,77,77,82,80,84,80,75,78,75,73,69,73,0,1,0,0,1,0,0,1
207,24,188,78,82,86,4,1891,409,44000000,37000,95700000,2,83,58,79,76,48,69,63,58,79,74,81,68,80,83,75,52,74,13,9,14,9,13,84,75,78,78,78,75,76,75,69,75,57,56,57,55,54,55,1,0,1,0,0,1,0,0
208,24,179,76,82,87,5,2118,453,46000000,95000,90900000,1,72,81,88,72,75,85,76,81,87,73,69,84,81,80,75,87,87,8,10,13,8,7,77,80,80,80,80,80,84,82,83,82,77,79,77,75,73,75,0,1,0,0,1,0,0,1
209,26,192,86,82,85,3,2110,451,36000000,81000,71100000,1,72,74,74,85,69,81,63,76,77,61,66,66,81,73,70,72,78,11,13,5,6,8,77,73,74,74,74,73,77,77,80,77,80,83,80,81,83,81,0,1,1,0,0,1,0,0
210,23,186,78,82,89,7,2018,438,56500000,130000,127100000,2,50,69,71,82,72,77,60,70,73,81,84,69,83,62,42,59,74,11,8,15,12,15,69,69,68,68,68,69,70,74,74,74,82,81,82,83,84,83,0,1,0,0,1,0,0,1
211,33,190,85,82,82,0,1201,443,10000000,20000,19000000,1,84,77,78,83,10,18,9,16,21,41,42,34,82,58,7,51,67,79,84,77,83,78,31,25,29,29,29,25,29,28,29,28,28,30,28,28,32,28,0,1,0,0,1,0,0,1
212,24,191,80,82,89,7,1883,410,56500000,35000,130000000,2,38,67,69,80,55,80,45,76,79,69,74,69,80,58,40,67,73,11,13,13,13,9,62,63,62,62,62,63,68,69,74,69,79,82,79,80,84,80,1,0,0,0,1,1,0,0
213,26,187,79,82,87,5,1335,453,35000000,1000,79600000,2,78,74,85,80,13,46,12,56,28,57,54,65,80,56,9,60,64,81,78,74,80,85,35,33,35,35,35,33,40,38,42,38,34,40,34,34,35,34,0,1,0,0,1,0,0,1
214,23,179,72,82,87,5,2037,420,46000000,78000,81700000,3,76,81,86,60,78,84,72,79,86,77,58,86,83,79,77,83,82,15,15,13,12,11,77,80,80,80,80,80,85,84,83,84,71,71,71,67,58,67,0,1,0,0,1,1,0,0
